,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
33,The Meg,2018,PG-13,10 Aug 2018,113 min,"Action, Horror, Sci-Fi",Jon Turteltaub,"Dean Georgaris, Jon Hoeber, Erich Hoeber","Jason Statham, Bingbing Li, Rainn Wilson",A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,"English, Mandarin, Thai, Japanese","United States, China",4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTAxMGRmODYtM2NkYS00ZGRlLWE1MWItYjI1MzIwNjQwN2RiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.6,"163,689",tt4779682,movie,13 Nov 2018,"$145,443,742",N/A,N/A,True,,
34,Mandy,2018,Not Rated,14 Sep 2018,121 min,"Action, Fantasy, Horror",Panos Cosmatos,"Panos Cosmatos, Aaron Stewart-Ahn, Casper Kelly","Nicolas Cage, Andrea Riseborough, Linus Roache","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",English,"United Kingdom, Belgium, United States",13 wins & 42 nominations,https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.5,"72,997",tt6998518,movie,14 Sep 2018,"$1,233,694",N/A,N/A,True,,
35,Sicario: Day of the Soldado,2018,R,29 Jun 2018,122 min,"Action, Adventure, Crime",Stefano Sollima,Taylor Sheridan,"Benicio Del Toro, Josh Brolin, Isabela Merced","The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.","English, Spanish, American Sign , Arabic, Somali, Spanish Sign ","United States, Mexico",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTEzNjM2NTYxMjReQTJeQWpwZ15BbWU4MDU2NzAxNTUz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"140,062",tt5052474,movie,18 Sep 2018,"$50,072,235",N/A,N/A,True,,
36,Fifty Shades Freed,2018,R,09 Feb 2018,105 min,"Drama, Romance, Thriller",James Foley,"Niall Leonard, E.L. James","Dakota Johnson, Jamie Dornan, Eric Johnson","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",English,United States,6 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTYxOTQ1MzI0Nl5BMl5BanBnXkFtZTgwMzgwMzIxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,4.5,"62,230",tt4477536,movie,08 May 2018,"$100,407,760",N/A,N/A,True,,
37,Halloween,1978,R,27 Oct 1978,91 min,"Horror, Thriller",John Carpenter,"John Carpenter, Debra Hill","Donald Pleasence, Jamie Lee Curtis, Tony Moran","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",English,United States,7 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"261,876",tt0077651,movie,28 Sep 1999,"$47,160,000",N/A,N/A,True,,
38,Incredibles 2,2018,PG,15 Jun 2018,118 min,"Animation, Action, Adventure",Brad Bird,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell",The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,English,United States,Nominated for 1 Oscar. 12 wins & 80 nominations total,https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.6,"277,345",tt3606756,movie,06 Nov 2018,"$608,581,744",N/A,N/A,True,,
39,The First Purge,2018,R,04 Jul 2018,97 min,"Action, Horror, Sci-Fi",Gerard McMurray,James DeMonaco,"Y'lan Noel, Lex Scott Davis, Joivan Wade","America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.","English, French, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYmVjMWJhMTYtMzUxMC00ODdhLTk3YzMtZDFhNGUyOGFhYTY0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.2,"61,400",tt6133466,movie,02 Oct 2018,"$69,488,745",N/A,N/A,True,,
40,The House That Jack Built,2018,R,17 Oct 2018,152 min,"Crime, Drama, Horror",Lars von Trier,"Lars von Trier, Jenle Hallund","Matt Dillon, Bruno Ganz, Uma Thurman","The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman.","English, German, Italian","Denmark, France, Sweden, Germany, Belgium, Tunisia",11 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BNDQ4Y2E5ODktODI5ZS00ZGVkLTgyZTEtNWY1ZjNiZTFjOTE3XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.8,"69,319",tt4003440,movie,31 Dec 2018,"$258,106",N/A,N/A,True,,
41,Ophelia,2018,PG-13,28 Jun 2019,106 min,"Drama, Romance, Thriller",Claire McCarthy,"Semi Chellas, Lisa Klein, William Shakespeare","Daisy Ridley, Mia Quiney, Calum O'Rourke","A reimagining of Hamlet, told from Ophelia's perspective.","English, Norwegian, Latin","United Kingdom, United States",4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTU2OTAxNjI2OV5BMl5BanBnXkFtZTgwNzc2NjUwODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.6,"10,025",tt5690810,movie,04 Jul 2019,"$50,722",N/A,N/A,True,,
42,The Nun,2018,R,07 Sep 2018,96 min,"Horror, Mystery, Thriller",Corin Hardy,"Gary Dauberman, James Wan","Demián Bichir, Taissa Farmiga, Jonas Bloquet",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,"English, French, Romanian, Latin",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.3,"133,611",tt5814060,movie,20 Nov 2018,"$117,450,119",N/A,N/A,True,,
43,Charlie Says,2018,R,17 May 2019,110 min,"Biography, Crime, Drama",Mary Harron,"Guinevere Turner, Ed Sanders, Karlene Faith","Hannah Murray, Matt Smith, Sosie Bacon",The tragic tale of an all-American girl who was transformed into a cold-blooded killer in the summer of 1969.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU4Njg0NzM1OF5BMl5BanBnXkFtZTgwNjMxOTE4NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.9,"4,097",tt1759744,movie,19 May 2019,"$40,685",N/A,N/A,True,,
44,The Equalizer 2,2018,R,20 Jul 2018,121 min,"Action, Crime, Thriller",Antoine Fuqua,"Richard Wenk, Michael Sloan, Richard Lindheim","Denzel Washington, Pedro Pascal, Ashton Sanders","Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?","English, French, Turkish, Hebrew, Arabic, Spanish",United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTU2OTYzODQyMF5BMl5BanBnXkFtZTgwNjU3Njk5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.7,"149,833",tt3766354,movie,13 Nov 2018,"$102,084,362",N/A,N/A,True,,
45,Climax,2018,R,19 Sep 2018,97 min,"Drama, Horror, Music",Gaspar Noé,Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub","French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.","French, English","France, Belgium",6 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjllYmQ2OGQtN2IxZC00ODJiLWI4NjQtYmNlZjYzNzUzYjkyXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.0,"62,009",tt8359848,movie,07 May 2019,"$817,339",N/A,N/A,True,,
46,The Commuter,2018,PG-13,12 Jan 2018,104 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"Byron Willinger, Philip de Blasi, Ryan Engle","Liam Neeson, Vera Farmiga, Patrick Wilson",An insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.,"English, Spanish","United States, United Kingdom, France, China, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BMTc0NDg1MjI4OV5BMl5BanBnXkFtZTgwMDIwMTEwNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"111,418",tt1590193,movie,22 Mar 2018,"$36,343,858",N/A,N/A,True,,
47,Game Night,2018,R,23 Feb 2018,100 min,"Action, Comedy, Crime","John Francis Daley, Jonathan Goldstein",Mark Perez,"Jason Bateman, Rachel McAdams, Kyle Chandler",A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,English,United States,4 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BMjI3ODkzNDk5MF5BMl5BanBnXkFtZTgwNTEyNjY2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.9,"224,430",tt2704998,movie,22 May 2018,"$69,179,066",N/A,N/A,True,,
48,Red Joan,2018,R,19 Apr 2019,101 min,"Biography, Drama, History",Trevor Nunn,"Lindsay Shapero, Jennie Rooney","Judi Dench, Sophie Cookson, Stephen Campbell Moore","The story of Joan Stanley, who was exposed as the K.G.B.'s longest-serving British spy.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOTBhMDZjZmQtNmJjYS00OWI0LTkxM2ItN2ExZTc3NzkxZmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"11,766",tt7615302,movie,13 Aug 2019,"$1,579,730",N/A,N/A,True,,
49,Tag,2018,R,15 Jun 2018,100 min,"Action, Comedy",Jeff Tomsic,"Rob McKittrick, Mark Steilen, Russell Adams","Jeremy Renner, Ed Helms, Jake Johnson","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.","English, Spanish",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNzk4NDM3NjkwNF5BMl5BanBnXkFtZTgwNTk5MzkzNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"127,669",tt2854926,movie,17 Aug 2018,"$54,730,625",N/A,N/A,True,,
50,The Hate U Give,2018,PG-13,19 Oct 2018,133 min,"Crime, Drama",George Tillman Jr.,"Audrey Wells, Angie Thomas","Amandla Stenberg, Regina Hall, Russell Hornsby","Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",English,United States,22 wins & 38 nominations,https://m.media-amazon.com/images/M/MV5BZDVkMWJiMzUtNjQyOS00MGVmLWJhYmMtN2IxYzU4MjY3MDRmXkEyXkFqcGdeQXVyNzA5NjIzODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.5,"34,358",tt5580266,movie,08 Jan 2019,"$29,719,483",N/A,N/A,True,,
51,Bad Times at the El Royale,2018,R,12 Oct 2018,141 min,"Crime, Drama, Mystery",Drew Goddard,Drew Goddard,"Jeff Bridges, Cynthia Erivo, Dakota Johnson","Early 1970s. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.",English,United States,2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BOTk1Nzk1MDc1MF5BMl5BanBnXkFtZTgwNjU2NDExNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.1,"141,634",tt6628394,movie,18 Dec 2018,"$17,839,115",N/A,N/A,True,,
52,Isle of Dogs,2018,PG-13,13 Apr 2018,101 min,"Animation, Adventure, Comedy",Wes Anderson,"Wes Anderson, Roman Coppola, Jason Schwartzman","Bryan Cranston, Koyu Rankin, Edward Norton","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","English, Japanese","United States, Germany, United Kingdom",Nominated for 2 Oscars. 34 wins & 94 nominations total,https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.8,"156,557",tt5104604,movie,17 Jul 2018,"$32,015,231",N/A,N/A,True,,
53,Fantastic Beasts: The Crimes of Grindelwald,2018,PG-13,16 Nov 2018,134 min,"Adventure, Family, Fantasy",David Yates,J.K. Rowling,"Eddie Redmayne, Katherine Waterston, Dan Fogler","The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.","English, French","United Kingdom, United States",Nominated for 2 BAFTA Film 3 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BYWVlMDI5N2UtZTIyMC00NjZkLWI5Y2QtODM5NGE5MzA0NmVjXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.5,"249,311",tt4123430,movie,11 Mar 2019,"$159,555,901",N/A,N/A,True,,
54,Hunter Killer,2018,R,26 Oct 2018,121 min,"Action, Thriller",Donovan Marsh,"Arne Schmidt, Jamie Moss, George Wallace","Gerard Butler, Gary Oldman, Common","An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.","English, Russian","United Kingdom, China, France, United States",1 win,https://m.media-amazon.com/images/M/MV5BYjRkNzQ0NmYtZmQyMS00Yzk5LWEzZjQtYzhlOTRlMzVjMzA3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"60,440",tt1846589,movie,15 Jan 2019,"$15,767,460",N/A,N/A,True,,
55,The Mule,2018,R,14 Dec 2018,116 min,"Crime, Drama, Thriller",Clint Eastwood,"Nick Schenk, Sam Dolnick","Clint Eastwood, Patrick L. Reyes, Cesar De León",A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.,"English, Spanish","United States, Canada",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTc1OTc5NzA4OF5BMl5BanBnXkFtZTgwOTAzMzE2NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.0,"129,691",tt7959026,movie,02 Apr 2019,"$103,804,407",N/A,N/A,True,,
56,The Clovehitch Killer,2018,Unrated,16 Nov 2018,109 min,"Crime, Horror, Mystery",Duncan Skiles,Christopher Ford,"Dylan McDermott, Charlie Plummer, Samantha Mathis",A picture-perfect family is shattered when the work of a serial killer hits too close to home.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNDBhYzMzZGQtYTIxOC00YjJhLWExZTEtOTUxN2JlNGQwMGZkXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.6,"23,716",tt6269368,movie,16 Nov 2018,"$8,208",N/A,N/A,True,,
57,Robin Hood,2010,PG-13,14 May 2010,140 min,"Action, Adventure, Drama",Ridley Scott,"Brian Helgeland, Ethan Reiff, Cyrus Voris","Russell Crowe, Cate Blanchett, Matthew Macfadyen","In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.","English, French, Ukrainian","United States, United Kingdom",1 win & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"263,540",tt0955308,movie,21 Sep 2010,"$105,269,730",N/A,N/A,True,,
58,Beautiful Boy,2018,R,25 Oct 2018,120 min,"Biography, Drama",Felix van Groeningen,"Luke Davies, Felix van Groeningen, David Sheff","Steve Carell, Maura Tierney, Jack Dylan Grazer","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many year",English,United States,Nominated for 1 BAFTA Film Award10 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BNjNhNjVjZDQtMzRhMS00YmI2LTkxZmEtMDdkMWU3OWQ2NjNmXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"67,438",tt1226837,movie,04 Jan 2019,"$7,649,973",N/A,N/A,True,,
59,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
60,Adrift,2018,PG-13,01 Jun 2018,96 min,"Action, Adventure, Biography",Baltasar Kormákur,"Aaron Kandell, Jordan Kandell, David Branson Smith","Shailene Woodley, Sam Claflin, Jeffrey Thomas","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.","English, French","Hong Kong, Iceland, United States",5 nominations,https://m.media-amazon.com/images/M/MV5BMTkxMTI2MjE4OF5BMl5BanBnXkFtZTgwMjIyODQzNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"53,557",tt6306064,movie,21 Aug 2018,"$31,445,012",N/A,N/A,True,,
61,"Love, Simon",2018,PG-13,16 Mar 2018,110 min,"Comedy, Drama, Romance",Greg Berlanti,"Becky Albertalli, Elizabeth Berger, Isaac Aptaker","Nick Robinson, Jennifer Garner, Josh Duhamel","Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.","English, German, French",United States,8 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BNTMyZDdiMzUtZjcxNS00Mjc3LTljY2UtYjI4YmY5NzJlYjc1XkEyXkFqcGdeQXVyMTA5OTkwNTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"108,907",tt5164432,movie,25 Apr 2018,"$40,826,341",N/A,N/A,True,,
