,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
47,The Neon Demon,2016,R,24 Jun 2016,117 min,"Horror, Thriller",Nicolas Winding Refn,"Nicolas Winding Refn, Mary Laws, Polly Stenham","Elle Fanning, Christina Hendricks, Keanu Reeves","An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.",English,"United States, Belgium, Denmark, France",19 wins & 39 nominations,https://m.media-amazon.com/images/M/MV5BNTAyOTkxNTQ3NV5BMl5BanBnXkFtZTgwMjQ1NzQxOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.2,"91,577",tt1974419,movie,27 Sep 2016,"$1,333,124",N/A,N/A,True,,
48,Moonlight,2016,R,18 Nov 2016,111 min,Drama,Barry Jenkins,"Barry Jenkins, Tarell Alvin McCraney","Mahershala Ali, Naomie Harris, Trevante Rhodes","A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",English,United States,Won 3 Oscars. 228 wins & 294 nominations total,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '99/100'}]",99,7.4,"294,552",tt4975722,movie,28 Feb 2017,"$27,854,932",N/A,N/A,True,,
49,Jason Bourne,2016,PG-13,29 Jul 2016,123 min,"Action, Thriller",Paul Greengrass,"Paul Greengrass, Christopher Rouse, Robert Ludlum","Matt Damon, Tommy Lee Jones, Alicia Vikander",The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,"English, Greek, German, Japanese",United States,3 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BNGJlYjVkMjQtN2NlZC00NTJhLThmZjItMTRlZDczMmE3YmI3XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"220,538",tt4196776,movie,06 Dec 2016,"$162,434,410",N/A,N/A,True,,
50,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
51,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
52,War Dogs,2016,R,19 Aug 2016,114 min,"Biography, Comedy, Crime",Todd Phillips,"Stephen Chin, Todd Phillips, Jason Smilovic","Jonah Hill, Miles Teller, Steve Lantz","Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.","English, Arabic, Albanian, Romanian","United States, Cambodia, Romania",3 nominations,https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.1,"198,959",tt2005151,movie,22 Nov 2016,"$43,034,523",N/A,N/A,True,,
53,The Legend of Tarzan,2016,PG-13,01 Jul 2016,110 min,"Action, Adventure, Drama",David Yates,"Adam Cozad, Craig Brewer, Edgar Rice Burroughs","Alexander Skarsgård, Rory J. Saper, Christian Stevens","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","English, Lingala, French","United Kingdom, Canada, United States, Australia",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.2,"172,278",tt0918940,movie,11 Oct 2016,"$126,643,061",N/A,N/A,True,,
54,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
55,American Honey,2016,R,14 Oct 2016,163 min,"Adventure, Drama, Romance",Andrea Arnold,"Andrea Arnold, Ian Urbina","Sasha Lane, Shia LaBeouf, Riley Keough","A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",English,"United Kingdom, United States",Nominated for 1 BAFTA Film Award13 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMTk1MDQxNDQzMV5BMl5BanBnXkFtZTgwNDY1MDQ3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.0,"41,302",tt3721936,movie,27 Dec 2016,"$663,246",N/A,N/A,True,,
56,Gods of Egypt,2016,PG-13,26 Feb 2016,127 min,"Action, Adventure, Fantasy",Alex Proyas,"Matt Sazama, Burk Sharpless","Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler","Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",English,"United States, Australia, China, Hong Kong",2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.4,"113,304",tt2404233,movie,31 May 2016,"$31,153,464",N/A,N/A,True,,
57,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
58,The Founder,2016,PG-13,20 Jan 2017,115 min,"Biography, Drama",John Lee Hancock,Robert Siegel,"Michael Keaton, Nick Offerman, John Carroll Lynch","The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","English, Yiddish","United States, Greece",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.2,"140,461",tt4276820,movie,18 Apr 2017,"$12,786,053",N/A,N/A,True,,
59,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
60,Now You See Me 2,2016,PG-13,10 Jun 2016,129 min,"Action, Adventure, Comedy",Jon M. Chu,"Ed Solomon, Peter Chiarelli, Boaz Yakin","Jesse Eisenberg, Mark Ruffalo, Woody Harrelson","The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.","English, Mandarin, Cantonese","United States, France, Hong Kong",5 nominations,https://m.media-amazon.com/images/M/MV5BYjhlNDljNTgtZjc4My00NmZmLTk2YzAtYWE5MDYwYjM4MTkzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.5,"272,850",tt3110958,movie,06 Sep 2016,"$65,075,540",N/A,N/A,True,,
61,Miss Sloane,2016,R,09 Dec 2016,132 min,Drama,John Madden,Jonathan Perera,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw","In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a pric",English,"United Kingdom, France, Canada, United States",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.5,"71,366",tt4540710,movie,21 Mar 2017,"$3,500,605",N/A,N/A,True,,
62,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
63,10 Cloverfield Lane,2016,PG-13,11 Mar 2016,103 min,"Drama, Horror, Sci-Fi",Dan Trachtenberg,"Josh Campbell, Matt Stuecken, Damien Chazelle","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr.",A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,English,United States,16 wins & 48 nominations,https://m.media-amazon.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"311,369",tt1179933,movie,14 Jun 2016,"$72,082,998",N/A,N/A,True,,
64,The Lost City of Z,2016,PG-13,21 Apr 2017,141 min,"Adventure, Biography, Drama",James Gray,"James Gray, David Grann","Charlie Hunnam, Robert Pattinson, Sienna Miller","A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.","English, Portuguese, Tupi, Spanish, German",United States,6 wins & 31 nominations,https://m.media-amazon.com/images/M/MV5BNjAyN2QxOTItOGQ0YS00NmQxLWIxMjEtMDdkZmY0NDU5OWUzXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.6,"86,180",tt1212428,movie,11 Jul 2017,"$8,580,410",Amazon Studios/Bleecker Street Media,N/A,True,,
65,Finding Dory,2016,PG,17 Jun 2016,97 min,"Animation, Adventure, Comedy","Andrew Stanton, Angus MacLane","Andrew Stanton, Victoria Strouse","Ellen DeGeneres, Albert Brooks, Ed O'Neill","Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.","English, Indonesian",United States,Nominated for 1 BAFTA Film Award17 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"261,687",tt2277860,movie,15 Nov 2016,"$486,295,561",N/A,N/A,True,,
66,Lion,2016,PG-13,06 Jan 2017,118 min,"Biography, Drama",Garth Davis,"Saroo Brierley, Luke Davies","Dev Patel, Nicole Kidman, Rooney Mara","A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","English, Hindi, Bengali","Australia, United Kingdom, United States, India",Nominated for 6 Oscars. 59 wins & 110 nominations total,https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.0,"228,870",tt3741834,movie,21 Mar 2017,"$51,738,905",N/A,N/A,True,,
67,Lights Out,2016,PG-13,22 Jul 2016,81 min,"Drama, Horror, Mystery",David F. Sandberg,"Eric Heisserer, David F. Sandberg","Teresa Palmer, Gabriel Bateman, Maria Bello","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",English,United States,3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTg1OTkxNDgyMV5BMl5BanBnXkFtZTgwMjEzNTc0ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.3,"124,176",tt4786282,movie,25 Oct 2016,"$67,268,835",N/A,N/A,True,,
68,Meet the Blacks,2016,R,01 Apr 2016,94 min,"Comedy, Horror",Deon Taylor,"Deon Taylor, Nicole DeMasi","Mike Epps, Zulay Henao, Alex Henderson","As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzAxNDY3ODk3MF5BMl5BanBnXkFtZTgwMjYwNDA5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,4.8,"36,266",tt4191580,movie,02 Aug 2016,"$9,097,072",N/A,N/A,True,,
69,Allied,2016,R,23 Nov 2016,124 min,"Action, Drama, Romance",Robert Zemeckis,Steven Knight,"Brad Pitt, Marion Cotillard, Jared Harris","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.","English, French, German, Arabic","United Kingdom, United States",Nominated for 1 Oscar. 2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZWEyMzg4ZWUtYmZhMC00Yjk2LWEyYjktODVmN2M3YTA2ZmNjXkEyXkFqcGdeQXVyNjQ2Mjg3OTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.1,"150,788",tt3640424,movie,21 Feb 2017,"$40,098,064",N/A,N/A,True,,
70,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
71,Bridget Jones's Baby,2016,R,16 Sep 2016,123 min,"Comedy, Drama, Romance",Sharon Maguire,"Helen Fielding, Dan Mazer, Emma Thompson","Renée Zellweger, Gemma Jones, Jim Broadbent","Forty-something and single again, Bridget decides to focus on her job and surround herself with friends. In a twist, she finds herself pregnant, but with one hitch - she can only be fifty percent sure of the identity of her baby's fa","English, Italian","United States, France, China, United Kingdom, Japan",2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZTNjZTE2YzEtZDJkNi00ZjBmLTlhNzUtZmUxMzZmODdjOTUzXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.5,"73,690",tt1473832,movie,13 Dec 2016,"$24,252,420",N/A,N/A,True,,
72,How to Be Single,2016,R,12 Feb 2016,110 min,"Comedy, Drama, Romance",Christian Ditter,"Abby Kohn, Marc Silverstein, Dana Fox","Dakota Johnson, Rebel Wilson, Leslie Mann",A group of young adults navigate love and relationships in New York City.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNzI4MDMwMzUwNF5BMl5BanBnXkFtZTgwMDgyNzkyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.1,"85,741",tt1292566,movie,24 May 2016,"$46,843,513",N/A,N/A,True,,
73,Snowden,2016,R,16 Sep 2016,134 min,"Biography, Crime, Drama",Oliver Stone,"Kieran Fitzgerald, Oliver Stone, Luke Harding","Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo","The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.","English, American Sign , Russian","United Kingdom, France, Germany, United States",4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTg2MzYzNzgzOF5BMl5BanBnXkFtZTgwOTg4NzQ4OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.3,"148,001",tt3774114,movie,27 Dec 2016,"$21,587,519",N/A,N/A,True,,
74,Dangal,2016,Not Rated,21 Dec 2016,161 min,"Action, Biography, Drama",Nitesh Tiwari,"Piyush Gupta, Shreyas Jain, Nikhil Mehrotra","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"Hindi, English","India, United States",28 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,8.4,"177,158",tt5074352,movie,22 Jun 2017,"$12,391,761",N/A,N/A,True,,
75,The Bad Batch,2016,R,23 Jun 2017,118 min,"Action, Horror, Mystery",Ana Lily Amirpour,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Jayda Fink","In a desert dystopia, a young woman is kidnapped by cannibals.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BOTA3NTI2MzMwMF5BMl5BanBnXkFtZTgwNzY0OTcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,5.3,"29,738",tt4334266,movie,19 Sep 2017,"$180,851",N/A,N/A,True,,
76,Triple 9,2016,R,26 Feb 2016,115 min,"Action, Crime, Thriller",John Hillcoat,Matt Cook,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,"English, Spanish, Russian",United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMjQyMjg2NDk0MV5BMl5BanBnXkFtZTgwNzU5Njc5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.3,"70,949",tt1712261,movie,31 May 2016,"$12,639,297",N/A,N/A,True,,
77,Deepwater Horizon,2016,PG-13,30 Sep 2016,107 min,"Action, Drama, History",Peter Berg,"Matthew Michael Carnahan, Matthew Sand, David Barstow","Mark Wahlberg, Kurt Russell, Douglas M. Griffin","A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",English,"United States, Hong Kong, China",Nominated for 2 Oscars. 4 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BOTEzNDU0OTgxM15BMl5BanBnXkFtZTgwNjA0ODM2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.1,"163,320",tt1860357,movie,10 Jan 2017,"$61,433,527",N/A,N/A,True,,
78,The Choice,2016,PG-13,05 Feb 2016,111 min,"Drama, Romance",Ross Katz,"Bryan Sipe, Nicholas Sparks","Benjamin Walker, Teresa Palmer, Alexandra Daddario",Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,6.6,"38,753",tt3797868,movie,03 May 2016,"$18,730,891",N/A,N/A,True,,
79,Sully,2016,PG-13,09 Sep 2016,96 min,"Biography, Drama",Clint Eastwood,"Todd Komarnicki, Chesley Sullenberger, Jeffrey Zaslow","Tom Hanks, Aaron Eckhart, Laura Linney","When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",English,United States,Nominated for 1 Oscar. 14 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BY2NmZDAwM2QtZmFiMS00OTJlLTgxMTItZDMyZmVhYjE1MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.4,"258,974",tt3263904,movie,20 Dec 2016,"$125,070,033",N/A,N/A,True,,
80,Morgan,2016,R,02 Sep 2016,92 min,"Action, Horror, Sci-Fi",Luke Scott,Seth W. Owen,"Kate Mara, Anya Taylor-Joy, Rose Leslie",A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,"English, Mandarin",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjA1MjYyNDkxN15BMl5BanBnXkFtZTgwMTgxODAwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.8,"42,059",tt4520364,movie,13 Dec 2016,"$3,915,251",N/A,N/A,True,,
81,Pride and Prejudice and Zombies,2016,PG-13,05 Feb 2016,108 min,"Action, Comedy, Fantasy",Burr Steers,"Burr Steers, Jane Austen, Seth Grahame-Smith","Lily James, Sam Riley, Jack Huston",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,"English, Japanese, Chinese","United States, United Kingdom",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"54,794",tt1374989,movie,31 May 2016,"$10,938,134",N/A,N/A,True,,
