,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
139,By the Sea,2015,R,09 Dec 2015,122 min,"Drama, Romance",Angelina Jolie,Angelina Jolie,"Brad Pitt, Angelina Jolie, Mélanie Laurent",A couple tries to repair their marriage while staying at a hotel in France.,"English, French, Ukrainian","France, Malta, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTUyNDU2MDMxM15BMl5BanBnXkFtZTgwMzAzMTk1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.3,"20,290",tt3707106,movie,05 Jul 2016,"$538,460",N/A,N/A,True,
140,Mortdecai,2015,R,23 Jan 2015,107 min,"Action, Adventure, Comedy",David Koepp,"Eric Aronson, Kyril Bonfiglioli","Johnny Depp, Gwyneth Paltrow, Ewan McGregor","Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.",English,"United States, United Kingdom",1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjM3NDcxOTM5Ml5BMl5BanBnXkFtZTgwNTEwNzE0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.5,"71,013",tt3045616,movie,12 May 2015,"$7,696,134",N/A,N/A,True,
141,I'll See You in My Dreams,2015,PG-13,15 May 2015,92 min,"Comedy, Drama, Romance",Brett Haley,"Brett Haley, Marc Basch","Blythe Danner, Martin Starr, Sam Elliott",A widow and former songstress discovers that life can begin anew at any age.,English,United States,8 nominations,https://m.media-amazon.com/images/M/MV5BMTYzMzc5OTkyOV5BMl5BanBnXkFtZTgwNzc3OTMyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,"7,339",tt3236120,movie,11 Feb 2014,"$7,449,681",N/A,N/A,True,
142,Maggie,2015,PG-13,08 May 2015,95 min,"Drama, Horror, Sci-Fi",Henry Hobson,John Scott 3,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson","A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",English,"United States, Switzerland",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTkyNzk0MTU2Ml5BMl5BanBnXkFtZTgwNDExNzMyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.6,"43,781",tt1881002,movie,07 Jul 2015,"$187,112",N/A,N/A,True,
143,Project Almanac,2015,PG-13,30 Jan 2015,106 min,"Drama, Mystery, Sci-Fi",Dean Israelite,"Jason Pagan, Andrew Deutschman","Amy Landecker, Sofia Black-D'Elia, Virginia Gardner","A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"78,838",tt2436386,movie,09 Jun 2015,"$22,348,241",N/A,N/A,True,
144,Regression,2015,R,02 Oct 2015,106 min,"Crime, Drama, Mystery",Alejandro Amenábar,Alejandro Amenábar,"Ethan Hawke, David Thewlis, Emma Watson",A detective and a psychoanalyst uncover evidence of a satanic cult while investigating a young woman's terrifying past.,English,"Spain, Canada, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BODk4NWI4ZDAtZDNmYy00Mjk3LTg2NDMtNDkxMmZiMDM1OTQzXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.7,"39,105",tt3319920,movie,10 May 2016,"$55,039",N/A,N/A,True,
145,True Story,2015,R,17 Apr 2015,99 min,"Biography, Crime, Drama",Rupert Goold,"Rupert Goold, David Kajganich, Michael Finkel","James Franco, Jonah Hill, Felicity Jones",When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,"English, Ibo",United States,4 nominations,https://m.media-amazon.com/images/M/MV5BZWM2ODc1MGYtYjNkMC00MTQ0LTk1ZWYtYWVjYTg3MzhiZWFlXkEyXkFqcGdeQXVyNTUzOTUwMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"66,930",tt2273657,movie,04 Aug 2015,"$4,719,695",N/A,N/A,True,
146,The Man Who Knew Infinity,2015,PG-13,29 Apr 2016,108 min,"Biography, Drama",Matt Brown,"Matt Brown, Robert Kanigel","Dev Patel, Jeremy Irons, Malcolm Sinclair","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.","English, Hindi, Tamil, French, Sanskrit","United Kingdom, United States, Singapore, Hong Kong, United Arab Emirates, India",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTU3Njg4MDM3OV5BMl5BanBnXkFtZTgwMjE5ODM3ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.2,"55,476",tt0787524,movie,23 Aug 2016,"$3,866,794",N/A,N/A,True,
147,The Transporter Refueled,2015,PG-13,04 Sep 2015,96 min,"Action, Thriller",Camille Delamarre,"Adam Cooper, Bill Collage, Luc Besson","Ed Skrein, Loan Chabanol, Ray Stevenson","In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.","English, Russian, French","France, China, Belgium, Monaco",N/A,https://m.media-amazon.com/images/M/MV5BMjAyMDE2ODU3Ml5BMl5BanBnXkFtZTgwODU0MTA0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.2,"41,170",tt2938956,movie,01 Dec 2015,"$16,029,670",N/A,N/A,True,
148,Z for Zachariah,2015,PG-13,13 Aug 2015,98 min,"Drama, Romance, Sci-Fi",Craig Zobel,"Nissar Modi, Robert C. O'Brien","Chiwetel Ejiofor, Chris Pine, Margot Robbie","In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.",English,"Iceland, Switzerland, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BMTUwMTUwODUzNV5BMl5BanBnXkFtZTgwMDIxMDE5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.0,"30,279",tt1598642,movie,20 Oct 2015,"$121,461",N/A,N/A,True,
149,Equals,2015,PG-13,26 May 2016,101 min,"Drama, Romance, Sci-Fi",Drake Doremus,"Nathan Parker, Drake Doremus","Nicholas Hoult, Kristen Stewart, Vernetta Lopez","In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",English,"United States, Indonesia",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTg3NTQ5MDU3OF5BMl5BanBnXkFtZTgwODc2Mzk5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.1,"29,847",tt3289728,movie,06 Sep 2016,"$33,258",N/A,N/A,True,
150,Dope,2015,R,19 Jun 2015,103 min,"Adventure, Comedy, Crime",Rick Famuyiwa,Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.","English, Spanish",United States,5 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMjA3MjYyNTk0Nl5BMl5BanBnXkFtZTgwODc1NzQ1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.2,"83,469",tt3850214,movie,13 Oct 2015,"$17,506,470",N/A,N/A,True,
151,Land of Mine,2015,R,03 Dec 2015,100 min,"Drama, History, War",Martin Zandvliet,Martin Zandvliet,"Roland Møller, Louis Hofmann, Joel Basman","In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.","German, Danish, English","Denmark, Germany",Nominated for 1 Oscar. 32 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0MzQzNjM1Ml5BMl5BanBnXkFtZTgwNjM5MjU5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.8,"39,477",tt3841424,movie,06 Jun 2017,"$435,266",N/A,N/A,True,
152,Hot Pursuit,2015,PG-13,08 May 2015,87 min,"Action, Comedy, Crime",Anne Fletcher,"David Feeney, John Quaintance","Reese Witherspoon, Sofía Vergara, Matthew Del Negro",An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,"English, Spanish",United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNDRmNDY1NDktMjFhZC00NmFiLWJjNzItNWNjMTEzNWVhZTBkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.2,"50,544",tt2967224,movie,11 Aug 2015,"$34,580,201",N/A,N/A,True,
153,Krampus,2015,PG-13,04 Dec 2015,98 min,"Comedy, Drama, Fantasy",Michael Dougherty,"Todd Casey, Michael Dougherty, Zach Shields","Adam Scott, Toni Collette, David Koechner",A boy who has a bad Christmas accidentally summons a festive demon to his family home.,"English, German",United States,4 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjk0MjMzMTI3NV5BMl5BanBnXkFtZTgwODEyODkxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.2,"71,222",tt3850590,movie,N/A,"$42,725,475",N/A,N/A,True,
154,Bajrangi Bhaijaan,2015,Not Rated,17 Jul 2015,163 min,"Action, Adventure, Comedy",Kabir Khan,"Vijayendra Prasad, Kabir Khan, Parveez Sheikh","Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui",An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,"Hindi, Urdu",India,31 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMGE3Yjg3NzItNjlmOS00YjY2LThiMDctMzM0NDA2NmExYTg4XkEyXkFqcGdeQXVyMTQ3ODQ3NTcz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,8.0,"83,062",tt3863552,movie,16 Jan 2018,"$8,178,001",N/A,N/A,True,
155,The Lure,2015,Not Rated,25 Dec 2015,92 min,"Drama, Fantasy, Horror",Agnieszka Smoczynska,Robert Bolesto,"Marta Mazurek, Michalina Olszanska, Kinga Preis","In Warsaw, a pair of mermaid sisters are adopted into a cabaret. While one seeks love with humans the other hungers to dine on the human population of the city.",Polish,Poland,22 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BZjhiMDcxM2EtNjllZi00YjJhLTg4MmEtMTg2ZjY2ZmViYjM1XkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.3,"7,793",tt5278832,movie,10 Oct 2017,"$101,657",N/A,N/A,True,
156,The Gunman,2015,R,20 Mar 2015,115 min,"Action, Crime, Thriller",Pierre Morel,"Jean-Patrick Manchette, Don MacPherson, Pete Travis","Sean Penn, Idris Elba, Jasmine Trinca","A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.","English, Spanish","United States, Spain, United Kingdom, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMjE2MzE5ODY5MF5BMl5BanBnXkFtZTgwNTI0NjM1NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.8,"40,624",tt2515034,movie,30 Jun 2015,"$10,664,749",N/A,N/A,True,
157,The Night Before,2015,R,20 Nov 2015,101 min,"Comedy, Fantasy",Jonathan Levine,"Jonathan Levine, Kyle Hunter, Ariel Shaffir","Joseph Gordon-Levitt, Seth Rogen, Jillian Bell","On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTkyNDY1ODQwNV5BMl5BanBnXkFtZTgwNzA2MjUwNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.4,"73,150",tt3530002,movie,01 Mar 2016,"$43,047,372",N/A,N/A,True,
158,90 Minutes in Heaven,2015,PG-13,11 Sep 2015,121 min,Drama,Michael Polish,"Michael Polish, Don Piper, Cecil Murphey","Kate Bosworth, Hayden Christensen, Hudson Meek","A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE5ODE3Mjc1MF5BMl5BanBnXkFtZTgwNzAwMzAyNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,4.8,"3,838",tt4337690,movie,01 Dec 2015,"$4,842,699",N/A,N/A,True,
159,Tale of Tales,2015,R,22 Apr 2016,134 min,"Drama, Fantasy, Horror",Matteo Garrone,"Edoardo Albinati, Ugo Chiti, Matteo Garrone","Salma Hayek, Vincent Cassel, Toby Jones","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.","English, Russian","Italy, France, United Kingdom",21 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BOTBiY2U2MTctNTA4Ni00MDBkLTk5MjItZWUxNDk5YmFlMTliL2ltYWdlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.4,"27,936",tt3278330,movie,05 Dec 2016,"$118,925",N/A,N/A,True,
160,Ip Man 3,2015,PG-13,24 Dec 2015,105 min,"Action, Biography, Drama",Wilson Yip,"Tai-lee Chan, Lai-Yin Leung, Edmond Wong","Donnie Yen, Lynn Xiong, Jin Zhang","When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.","Cantonese, English","China, Hong Kong",5 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BNGVjZTQ2ZDktNWU0OC00ZWE4LTg1OTQtYzFhMGY5ZmEwNzc0XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.1,"53,330",tt2888046,movie,19 Apr 2016,"$2,679,437",N/A,N/A,True,
161,"McFarland, USA",2015,PG,20 Feb 2015,129 min,"Biography, Drama, Sport",Niki Caro,"Christopher Cleveland, Bettina Gilois, Grant Thompson","Kevin Costner, Maria Bello, Ramiro Rodriguez","Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.","English, Spanish",United States,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.4,"37,576",tt2097298,movie,02 Jun 2015,"$44,482,410",N/A,N/A,True,
162,Strange Magic,2015,PG,23 Jan 2015,99 min,"Animation, Adventure, Comedy",Gary Rydstrom,"David Berenbaum, Irene Mecchi, Gary Rydstrom","Evan Rachel Wood, Elijah Kelley, Kristin Chenoweth","Goblins, elves, fairies and imps, and their misadventures sparked by the battle over a powerful potion.",English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA0NjU3MTU5OF5BMl5BanBnXkFtZTgwMTYyMDQ3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.8,"10,877",tt4191054,movie,19 May 2015,"$12,429,583",N/A,N/A,True,
163,The Peanuts Movie,2015,G,06 Nov 2015,88 min,"Animation, Adventure, Comedy",Steve Martino,"Craig Schulz, Bryan Schulz, Cornelius Uliano","Noah Schnapp, Bill Melendez, Hadley Belle Miller","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",English,United States,2 wins & 48 nominations,https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"44,797",tt2452042,movie,08 Mar 2016,"$130,178,411",N/A,N/A,True,
164,Rock the Kasbah,2015,R,23 Oct 2015,106 min,"Comedy, Music, War",Barry Levinson,Mitch Glazer,"Bill Murray, Leem Lubany, Zooey Deschanel","A down-on-his-luck music manager discovers a teenage girl with an extraordinary voice while on a music tour in Afghanistan and takes her to Kabul to compete on the popular television show, Afghan Star.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU1OTY5MjIyM15BMl5BanBnXkFtZTgwNTIwMDYyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.5,"11,876",tt3164256,movie,02 Feb 2016,"$3,020,664",N/A,N/A,True,
165,The Sea of Trees,2015,PG-13,26 Aug 2016,110 min,"Drama, Fantasy, Mystery",Gus Van Sant,Chris Sparling,"Matthew McConaughey, Naomi Watts, Ken Watanabe",A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,"English, Japanese",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNDMyMTY0ODg2MV5BMl5BanBnXkFtZTgwNzI3OTY2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,6.1,"15,154",tt3450900,movie,01 Nov 2016,"$20,444",N/A,N/A,True,
166,Alvin and the Chipmunks: The Road Chip,2015,PG,18 Dec 2015,92 min,"Animation, Adventure, Comedy",Walt Becker,"Ross Bagdasarian, Janice Karman, Randi Mayem Singer","Jason Lee, Justin Long, Matthew Gray Gubler",The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,"English, Spanish",United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BYWMzZDhmM2EtZTM2Yy00ZmE3LTlmYzYtMzE2OTA2Yzk2YjM4XkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.0,"18,777",tt2974918,movie,15 Mar 2016,"$85,886,987",N/A,N/A,True,
167,The Lazarus Effect,2015,PG-13,27 Feb 2015,83 min,"Horror, Mystery, Sci-Fi",David Gelb,"Luke Dawson, Jeremy Slater","Olivia Wilde, Mark Duplass, Evan Peters",A group of medical researchers discover a way to bring dead patients back to life.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjM2ODM1OTA0M15BMl5BanBnXkFtZTgwMDMxMDI5MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.2,"42,701",tt2918436,movie,N/A,"$25,801,570","Blumhouse, Mosaic",N/A,True,
168,Love the Coopers,2015,PG-13,13 Nov 2015,107 min,"Comedy, Fantasy, Romance",Jessie Nelson,Steven Rogers,"Steve Martin, Diane Keaton, John Goodman",The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve. Can they survive the most beautiful time of the year?,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjE4NTkyODk4NF5BMl5BanBnXkFtZTgwNjY0NzkxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.8,"23,795",tt2279339,movie,09 Feb 2016,"$26,302,731",N/A,N/A,True,
169,The 33,2015,PG-13,13 Nov 2015,127 min,"Biography, Drama, History",Patricia Riggen,"Mikko Alanne, Craig Borten, Michael Thomas","Antonio Banderas, Rodrigo Santoro, Juliette Binoche","Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.","English, Spanish","Chile, Colombia, Spain, United States",8 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTkyNDY3NDc5NF5BMl5BanBnXkFtZTgwMzI1NDM1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.9,"37,347",tt2006295,movie,16 Feb 2016,"$12,227,722",N/A,N/A,True,
170,The Little Prince,2015,PG,05 Aug 2016,108 min,"Animation, Adventure, Drama",Mark Osborne,"Irena Brignull, Bob Persichetti, Antoine de Saint-Exupéry","Jeff Bridges, Mackenzie Foy, Rachel McAdams","A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",English,"France, Canada, Italy, United States, China",8 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.7,"60,385",tt1754656,movie,19 Jul 2016,"$1,339,152",N/A,N/A,True,
171,Louder Than Bombs,2015,R,02 Oct 2015,109 min,Drama,Joachim Trier,"Joachim Trier, Eskil Vogt","Jesse Eisenberg, Gabriel Byrne, Isabelle Huppert","The fractious family of a father and his two sons confront their different feelings and memories of their deceased wife and mother, a famed war photographer.","English, French","Norway, France, Denmark, United States",12 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTc0MTQxMDY2OV5BMl5BanBnXkFtZTgwNTIwNTgxODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.6,"12,747",tt2217859,movie,02 Aug 2016,"$163,807",N/A,N/A,True,
172,The Gallows,2015,R,10 Jul 2015,81 min,"Horror, Mystery, Thriller","Travis Cluff, Chris Lofing","Chris Lofing, Travis Cluff","Reese Mishler, Pfeifer Brown, Ryan Shoos","20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left ",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU2MTMyOTkwM15BMl5BanBnXkFtZTgwOTQzNjc3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,4.3,"20,242",tt2309260,movie,13 Oct 2015,"$22,764,410",N/A,N/A,True,
173,The Ones Below,2015,R,27 May 2016,87 min,"Drama, Thriller",David Farr,David Farr,"Clémence Poésy, David Morrissey, Stephen Campbell Moore",A couple expecting their first child discover an unnerving difference between themselves and the couple living in the flat below them who are also having a baby.,English,United Kingdom,3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ2OTM2NTUxNl5BMl5BanBnXkFtZTgwNDEyMjQ1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.1,"10,051",tt4126438,movie,07 Sep 2016,"$12,488",N/A,N/A,True,
